stock,open,high,low,close,timestamp
株G,850.91,908.60,813.97,823.33,12:18:41.500
株L,404.77,474.12,389.37,391.53,12:18:42.000
株Z,426.92,498.11,393.08,412.95,12:18:42.500
株S,808.71,871.93,803.96,808.25,12:18:43.000
株K,418.22,496.67,369.85,371.06,12:18:43.500
株I,364.77,423.43,346.80,351.81,12:18:44.000
株M,305.52,382.39,283.07,302.61,12:18:44.500
株Q,588.02,655.74,539.76,557.56,12:18:45.000
株F,738.45,803.67,698.62,710.46,12:18:45.500
株U,309.34,382.97,280.53,299.54,12:18:46.000
株N,792.89,871.93,757.56,765.14,12:18:46.500
株H,598.90,657.59,565.58,580.55,12:18:47.000
株G,551.98,643.85,540.06,555.47,12:18:47.500
株B,653.50,722.78,628.27,646.82,12:18:48.000
株I,743.26,833.46,730.28,743.55,12:18:48.500
株L,730.02,799.53,708.58,726.87,12:18:49.000
株V,918.46,974.13,902.15,909.14,12:18:49.500
株J,344.44,405.36,342.87,353.30,12:18:50.000
株Y,923.23,989.95,903.53,910.62,12:18:50.500
株M,854.59,925.71,842.62,854.95,12:18:51.000
株K,315.54,396.98,301.49,308.21,12:18:51.500
株V,352.23,421.30,342.85,354.70,12:18:52.000
株I,341.17,424.98,311.68,322.25,12:18:52.500
株L,528.71,619.85,518.27,534.02,12:18:53.000
株J,593.51,675.55,573.58,592.29,12:18:53.500
株H,610.07,690.09,593.23,602.06,12:18:54.000
株N,827.38,879.41,778.84,780.97,12:18:54.500
株C,668.99,727.08,639.52,655.86,12:18:55.000
株V,705.37,755.63,684.37,695.25,12:18:55.500
株E,917.51,974.43,911.15,924.06,12:18:56.000
株K,803.27,864.10,780.71,797.79,12:18:56.500
株D,829.43,899.20,827.68,838.23,12:18:57.000
株S,416.47,490.18,399.18,407.81,12:18:57.500
株R,454.78,535.83,412.29,415.90,12:18:58.000
株I,517.54,574.43,510.27,512.54,12:18:58.500
株W,514.77,565.40,503.74,505.22,12:18:59.000
株B,497.61,557.41,491.93,503.87,12:18:59.500
株P,325.74,391.11,290.76,297.94,12:19:00.000
株F,471.72,563.01,470.50,471.99,12:19:00.500
株P,532.32,629.23,509.46,513.39,12:19:01.000
株T,379.81,469.23,357.03,367.98,12:19:01.500
株G,327.32,377.43,298.83,317.32,12:19:02.000
株J,509.80,563.27,497.14,510.44,12:19:02.500
株D,670.31,767.65,663.87,676.41,12:19:03.000
株I,890.39,952.66,882.64,890.22,12:19:03.500
株I,576.39,634.77,569.46,574.37,12:19:04.000
株G,485.17,540.09,458.19,475.78,12:19:04.500
株G,329.09,380.10,279.83,297.20,12:19:05.000
株A,403.24,468.27,381.58,401.08,12:19:05.500
株J,496.30,563.24,447.85,464.60,12:19:06.000
株D,766.79,818.42,755.47,763.50,12:19:06.500
株M,778.46,832.77,766.50,781.05,12:19:07.000
株U,612.31,700.52,591.13,607.03,12:19:07.500
株Z,675.97,749.95,662.91,682.83,12:19:08.000
株Z,456.88,548.38,443.50,449.77,12:19:08.500
株L,435.81,528.93,428.30,447.87,12:19:09.000
株G,427.51,527.13,420.25,421.74,12:19:09.500
株X,458.58,509.40,457.13,458.94,12:19:10.000
株O,609.51,685.36,582.24,594.81,12:19:10.500
株R,797.74,854.09,781.94,798.98,12:19:11.000
株I,683.16,767.03,679.51,683.55,12:19:11.500
株S,956.33,1039.62,921.97,939.17,12:19:12.000
株R,586.00,650.03,568.81,571.72,12:19:12.500
株G,310.51,402.36,281.27,292.65,12:19:13.000
株J,940.80,1029.66,934.15,945.09,12:19:13.500
株R,925.25,1015.78,877.24,880.28,12:19:14.000
株D,628.21,700.44,592.59,596.60,12:19:14.500
株E,759.54,847.25,751.26,766.82,12:19:15.000
株F,843.04,933.07,832.83,849.61,12:19:15.500
株O,790.44,875.92,788.85,807.00,12:19:16.000
株Q,866.28,960.99,861.13,863.92,12:19:16.500
株S,828.41,926.49,784.69,793.58,12:19:17.000
株R,779.64,835.15,734.90,744.64,12:19:17.500
株F,400.32,481.28,387.98,399.68,12:19:18.000
株V,896.29,962.94,868.49,873.42,12:19:18.500
株G,834.11,892.68,790.82,808.02,12:19:19.000
株J,941.93,994.44,913.95,922.97,12:19:19.500
株B,888.28,963.51,842.34,858.57,12:19:20.000
株A,329.02,382.40,298.60,314.16,12:19:20.500
株I,755.36,832.76,748.21,761.51,12:19:21.000
株O,558.84,654.00,545.07,554.79,12:19:21.500
株B,453.97,514.42,446.34,456.61,12:19:22.000
株F,937.10,1002.50,915.25,925.34,12:19:22.500
株L,930.63,1022.23,912.39,925.60,12:19:23.000
株I,605.65,659.98,555.70,558.64,12:19:23.500
株N,883.23,941.59,855.70,871.74,12:19:24.000
株J,351.25,412.37,346.35,351.19,12:19:24.500
株E,413.35,490.47,402.47,410.30,12:19:25.000
株U,994.10,1094.04,985.20,992.29,12:19:25.500
株G,337.37,397.64,290.59,292.40,12:19:26.000
株U,911.68,1009.98,872.05,876.30,12:19:26.500
株Q,914.02,991.39,905.20,922.59,12:19:27.000
株C,463.79,525.47,426.63,444.08,12:19:27.500
株L,357.83,456.65,320.49,327.41,12:19:28.000
株W,376.78,445.67,366.02,379.64,12:19:28.500
株E,568.43,626.52,522.60,537.74,12:19:29.000
株Y,787.01,880.98,767.91,783.06,12:19:29.500
株N,691.50,780.98,642.17,644.62,12:19:30.000
株I,684.81,737.74,636.60,645.99,12:19:30.500
株W,813.15,883.40,765.05,770.35,12:19:31.000
株I,542.88,621.16,527.17,540.39,12:19:31.500
株P,304.43,364.06,269.22,285.12,12:19:32.000
株X,735.73,818.55,728.85,738.33,12:19:32.500
株S,593.02,649.60,566.85,583.46,12:19:33.000
株P,345.38,407.56,341.55,348.85,12:19:33.500
株Z,766.26,853.13,748.50,752.57,12:19:34.000
株C,788.77,874.01,753.01,764.27,12:19:34.500
株Z,720.78,787.77,685.13,687.30,12:19:35.000
株N,391.58,449.64,354.28,362.11,12:19:35.500
株Q,772.96,872.22,725.88,738.34,12:19:36.000
株L,408.24,491.05,372.50,389.04,12:19:36.500
株N,860.42,920.03,834.81,843.30,12:19:37.000
株Q,511.71,589.74,475.87,494.34,12:19:37.500
株L,990.51,1064.27,943.21,948.87,12:19:38.000
株Z,937.37,1005.66,909.50,917.96,12:19:38.500
株K,346.28,434.88,320.70,326.13,12:19:39.000
株R,315.65,397.86,303.04,322.72,12:19:39.500
株M,524.24,578.31,520.54,535.12,12:19:40.000
株C,460.09,530.96,458.98,462.06,12:19:40.500
株T,819.24,897.66,793.42,809.80,12:19:41.000
株N,769.12,856.23,762.42,771.08,12:19:41.500
株P,916.07,1006.60,891.95,897.17,12:19:42.000
株M,548.42,604.61,521.91,529.81,12:19:42.500
株I,476.97,549.17,438.16,455.27,12:19:43.000
株Q,558.30,622.60,542.60,544.03,12:19:43.500
株R,681.92,759.50,671.60,680.49,12:19:44.000
株U,581.58,670.69,536.08,554.68,12:19:44.500
株G,370.05,458.59,347.41,355.03,12:19:45.000
株Y,788.17,868.42,778.36,783.01,12:19:45.500
株U,401.81,494.54,354.96,362.66,12:19:46.000
株B,909.94,1004.46,878.61,882.32,12:19:46.500
株T,332.97,406.57,323.74,343.17,12:19:47.000
株X,965.97,1022.79,960.51,978.26,12:19:47.500
株L,861.57,928.43,860.22,863.92,12:19:48.000
株C,486.95,551.81,452.64,458.20,12:19:48.500
株N,625.70,696.92,589.59,600.16,12:19:49.000
株S,368.08,462.56,360.95,373.29,12:19:49.500
株U,805.54,877.51,785.66,794.26,12:19:50.000
株P,674.49,726.46,633.28,638.95,12:19:50.500
株D,964.19,1047.47,917.15,935.55,12:19:51.000
株H,830.96,924.52,785.91,805.29,12:19:51.500
株Z,648.78,735.99,603.80,606.92,12:19:52.000
株L,978.97,1051.18,942.57,955.25,12:19:52.500
株P,779.56,870.63,750.63,769.90,12:19:53.000
株H,313.58,373.52,301.97,313.31,12:19:53.500
株O,712.49,763.31,691.05,706.42,12:19:54.000
株D,987.24,1067.62,970.21,978.22,12:19:54.500
株N,336.03,403.67,324.25,338.96,12:19:55.000
株P,501.07,565.51,465.42,475.46,12:19:55.500
株Q,402.12,458.31,395.20,407.45,12:19:56.000
株U,752.86,847.74,708.23,711.99,12:19:56.500
株Q,634.02,710.43,587.88,604.55,12:19:57.000
株L,472.75,541.43,446.54,450.74,12:19:57.500
株Z,650.18,730.65,611.96,625.06,12:19:58.000
株I,645.82,727.93,628.49,647.32,12:19:58.500
株L,682.46,747.97,643.75,646.11,12:19:59.000
株M,391.04,474.91,346.54,353.22,12:19:59.500
株Q,369.09,439.10,367.91,378.60,12:20:00.000
株T,304.99,390.23,277.99,293.59,12:20:00.500
株I,653.20,737.57,637.83,648.34,12:20:01.000
株D,442.30,516.53,425.24,427.08,12:20:01.500
株A,519.05,613.92,475.40,487.76,12:20:02.000
株V,355.30,429.06,334.45,345.46,12:20:02.500
株M,972.30,1066.67,959.84,966.11,12:20:03.000
株U,923.27,1002.49,897.88,910.41,12:20:03.500
株B,825.89,921.27,800.75,817.51,12:20:04.000
株X,425.00,513.20,415.43,425.13,12:20:04.500
株P,600.56,681.00,576.51,591.10,12:20:05.000
株Y,425.03,516.62,377.52,378.68,12:20:05.500
株P,607.87,703.02,589.90,595.78,12:20:06.000
株R,677.74,763.35,660.71,670.56,12:20:06.500
株L,334.97,389.52,290.26,308.70,12:20:07.000
株T,663.73,756.98,646.48,652.35,12:20:07.500
株G,682.91,745.45,674.60,691.96,12:20:08.000
株U,885.05,971.45,837.08,847.60,12:20:08.500
株I,302.67,395.62,275.45,282.09,12:20:09.000
株C,998.80,1052.47,949.78,966.07,12:20:09.500
株Q,561.50,615.07,514.32,517.29,12:20:10.000
株M,884.68,958.88,879.31,896.81,12:20:10.500
株V,928.06,987.88,917.23,925.33,12:20:11.000
株S,305.27,368.39,261.43,268.26,12:20:11.500
株U,838.98,915.44,831.42,836.57,12:20:12.000
株K,696.74,772.35,669.33,678.72,12:20:12.500
株Q,445.47,511.95,403.25,418.09,12:20:13.000
株U,628.27,722.05,625.50,627.27,12:20:13.500
株W,526.77,613.98,517.80,532.05,12:20:14.000
株S,900.90,954.69,873.86,884.45,12:20:14.500
株M,498.53,570.65,489.43,505.73,12:20:15.000
株Z,982.92,1041.91,955.00,967.78,12:20:15.500
株Z,917.85,983.36,875.38,888.94,12:20:16.000
株P,585.33,679.94,558.12,569.08,12:20:16.500
株Z,859.11,943.75,844.01,863.52,12:20:17.000
株K,519.42,582.88,473.85,480.09,12:20:17.500
株D,819.71,877.22,784.32,792.79,12:20:18.000
株A,380.48,449.34,377.37,386.42,12:20:18.500
株V,893.50,967.66,857.74,860.09,12:20:19.000
株P,385.49,472.73,374.58,389.14,12:20:19.500
株H,379.61,439.22,346.74,356.42,12:20:20.000
株F,631.09,695.86,617.28,626.64,12:20:20.500
株J,581.07,642.60,532.41,547.57,12:20:21.000
株E,982.11,1043.78,966.07,974.65,12:20:21.500
株H,934.17,987.43,909.25,928.27,12:20:22.000
株W,779.93,865.94,748.94,768.71,12:20:22.500
株I,915.51,993.77,877.34,891.68,12:20:23.000
株V,754.26,840.87,725.19,740.64,12:20:23.500
株M,369.36,451.74,341.53,346.34,12:20:24.000
株U,750.77,838.78,708.52,727.87,12:20:24.500
株M,605.73,669.27,559.18,563.63,12:20:25.000
株C,728.64,822.72,721.22,737.88,12:20:25.500
株Y,848.18,909.62,812.31,813.65,12:20:26.000
株T,489.28,567.82,465.30,466.92,12:20:26.500
株G,889.63,981.45,854.14,861.39,12:20:27.000
株A,832.95,903.69,801.16,819.66,12:20:27.500
株C,743.32,798.63,706.10,711.86,12:20:28.000
株O,536.05,596.54,505.36,518.42,12:20:28.500
株R,831.10,898.66,821.47,839.74,12:20:29.000
株I,895.40,946.33,851.04,860.61,12:20:29.500
株Y,379.95,452.21,378.76,390.65,12:20:30.000
株K,350.01,410.89,323.07,327.03,12:20:30.500
株Z,917.58,1007.11,903.51,920.81,12:20:31.000
株G,353.11,450.39,303.56,322.95,12:20:31.500
株K,300.79,395.78,262.48,264.61,12:20:32.000
株Y,632.52,714.13,629.71,648.15,12:20:32.500
株P,900.43,989.98,863.10,874.68,12:20:33.000
株M,530.75,618.87,521.01,536.73,12:20:33.500
株D,300.35,352.56,256.24,271.34,12:20:34.000
株W,828.31,881.50,785.63,801.54,12:20:34.500
株D,735.33,815.94,707.38,714.22,12:20:35.000
株G,506.50,578.23,487.00,497.54,12:20:35.500
株H,947.27,1035.92,933.03,947.66,12:20:36.000
株Z,930.81,1005.04,908.45,919.24,12:20:36.500
株M,907.84,985.39,873.72,876.72,12:20:37.000
株C,945.64,1014.41,920.21,939.77,12:20:37.500
株L,523.27,574.51,490.22,499.27,12:20:38.000
株J,823.73,892.61,806.12,817.08,12:20:38.500
株P,666.93,721.51,654.80,663.97,12:20:39.000
株R,869.79,943.86,824.26,842.91,12:20:39.500
株A,920.64,977.65,889.99,908.82,12:20:40.000
株P,751.38,833.83,707.46,713.18,12:20:40.500
株A,592.83,649.58,577.27,594.87,12:20:41.000
株T,672.86,744.73,653.88,661.96,12:20:41.500
株F,968.64,1057.60,953.42,959.74,12:20:42.000
株U,777.07,845.52,775.17,784.77,12:20:42.500
株W,977.83,1070.22,957.10,961.10,12:20:43.000
株T,307.77,385.14,288.88,303.65,12:20:43.500
株I,628.49,686.29,579.85,591.88,12:20:44.000
株F,736.81,814.65,687.25,702.15,12:20:44.500
株E,688.75,778.64,683.86,695.77,12:20:45.000
株I,828.23,878.55,790.50,792.96,12:20:45.500
株B,426.32,513.31,422.21,430.88,12:20:46.000
株F,896.23,960.27,882.67,893.28,12:20:46.500
株W,975.48,1066.83,942.77,952.27,12:20:47.000
株A,889.03,949.69,839.48,849.81,12:20:47.500
株I,569.35,667.81,546.68,557.78,12:20:48.000
株L,718.71,802.37,687.49,697.35,12:20:48.500
株E,714.75,790.14,681.91,693.82,12:20:49.000
株M,510.01,583.36,503.67,511.19,12:20:49.500
株X,641.46,725.57,617.16,637.05,12:20:50.000
株J,446.61,534.33,422.20,438.05,12:20:50.500
株E,384.59,455.34,378.12,385.25,12:20:51.000
株W,302.65,355.20,290.66,305.03,12:20:51.500
株Q,346.11,406.98,296.39,305.81,12:20:52.000
株J,602.61,671.46,585.73,591.08,12:20:52.500
株E,809.53,906.74,792.55,802.67,12:20:53.000
株Q,313.93,380.74,273.89,286.73,12:20:53.500
株S,893.58,977.81,863.64,881.94,12:20:54.000
株F,651.20,706.69,647.86,660.96,12:20:54.500
株E,337.67,389.94,316.65,332.18,12:20:55.000
株V,565.82,643.96,525.14,527.73,12:20:55.500
株U,323.11,419.92,297.80,305.46,12:20:56.000
株U,311.27,382.22,289.17,302.89,12:20:56.500
株C,798.75,863.41,773.49,777.30,12:20:57.000
株K,678.27,749.03,649.48,669.43,12:20:57.500
株L,753.25,849.87,711.30,727.34,12:20:58.000
株E,916.78,983.07,906.27,920.89,12:20:58.500
株K,969.60,1063.28,961.10,973.94,12:20:59.000
株O,760.80,830.24,755.00,756.10,12:20:59.500
株N,832.40,910.69,789.28,803.65,12:21:00.000
株X,646.60,723.69,637.91,654.63,12:21:00.500
株R,765.29,853.38,719.25,730.28,12:21:01.000
株A,307.83,373.56,264.46,271.55,12:21:01.500
株G,670.43,752.85,652.23,668.47,12:21:02.000
株H,645.63,717.20,641.34,654.58,12:21:02.500
株O,587.30,684.15,553.87,572.09,12:21:03.000
株A,334.74,423.09,285.86,295.11,12:21:03.500
株M,597.17,679.98,567.37,581.16,12:21:04.000
株N,871.55,949.12,860.64,878.01,12:21:04.500
株R,553.73,629.73,516.82,519.06,12:21:05.000
株T,456.78,534.27,446.70,449.16,12:21:05.500
株V,978.80,1049.99,969.93,984.08,12:21:06.000
株B,506.53,593.53,492.20,510.90,12:21:06.500
株J,902.15,963.51,885.27,898.33,12:21:07.000
株J,837.87,890.19,798.29,807.62,12:21:07.500
株I,812.60,872.51,782.99,801.17,12:21:08.000
株R,976.51,1031.75,967.79,981.45,12:21:08.500
株L,986.77,1049.27,961.83,980.95,12:21:09.000
株B,578.36,634.02,565.54,579.68,12:21:09.500
株S,789.71,846.16,749.96,751.20,12:21:10.000
株U,725.85,818.17,700.13,716.94,12:21:10.500
株B,564.02,627.00,535.12,553.76,12:21:11.000
株C,664.91,759.45,625.96,635.44,12:21:11.500
株E,305.92,367.86,285.86,287.95,12:21:12.000
株W,779.93,866.54,737.45,741.92,12:21:12.500
株P,502.10,581.29,495.89,501.09,12:21:13.000
株C,474.42,557.46,430.44,446.14,12:21:13.500
株U,997.98,1067.76,974.32,991.05,12:21:14.000
株K,817.69,896.66,805.67,811.29,12:21:14.500
株A,621.16,673.29,610.72,614.54,12:21:15.000
株T,699.90,784.74,693.53,695.62,12:21:15.500
株T,888.41,967.32,839.59,851.45,12:21:16.000
株O,919.65,977.75,875.05,879.08,12:21:16.500
株G,833.26,907.96,783.98,793.89,12:21:17.000
株Z,699.40,760.39,665.70,677.27,12:21:17.500
株K,629.98,698.61,597.42,601.70,12:21:18.000
株K,502.71,560.91,469.47,479.77,12:21:18.500
株H,750.01,841.32,748.07,762.71,12:21:19.000
株C,347.66,430.19,333.80,342.10,12:21:19.500
株Z,912.28,1006.64,870.18,872.78,12:21:20.000
株P,620.32,711.78,593.84,610.42,12:21:20.500
株S,957.72,1013.61,915.47,918.27,12:21:21.000
株X,592.10,673.12,546.49,559.28,12:21:21.500
株O,432.08,486.26,402.74,419.82,12:21:22.000
株K,767.28,851.15,728.47,744.03,12:21:22.500
株D,753.13,834.91,725.83,740.20,12:21:23.000
株K,464.74,553.96,436.23,448.96,12:21:23.500
株Z,855.13,931.98,834.96,851.97,12:21:24.000
株P,773.02,850.78,725.71,733.91,12:21:24.500
株T,719.12,798.39,715.10,716.11,12:21:25.000
株B,424.16,508.39,409.20,425.72,12:21:25.500
株J,923.97,986.11,905.56,922.84,12:21:26.000
株D,788.73,864.20,772.74,779.71,12:21:26.500
株N,712.37,781.43,703.39,710.93,12:21:27.000
株V,778.91,847.48,773.80,788.60,12:21:27.500
株H,373.77,463.06,342.75,348.59,12:21:28.000
株W,935.64,1024.04,917.14,930.55,12:21:28.500
株G,998.94,1056.85,975.07,977.65,12:21:29.000
株K,466.48,544.74,427.74,432.38,12:21:29.500
株B,727.98,818.86,714.90,734.17,12:21:30.000
株K,398.78,495.09,380.34,398.52,12:21:30.500
株S,706.63,770.86,692.74,703.16,12:21:31.000
株M,709.85,809.40,677.78,697.57,12:21:31.500
株X,397.31,484.10,373.90,383.15,12:21:32.000
株U,957.09,1022.07,955.91,957.42,12:21:32.500
株F,665.63,734.65,643.39,650.07,12:21:33.000
株S,784.03,860.05,755.97,768.79,12:21:33.500
株K,431.12,529.51,415.53,422.47,12:21:34.000
株H,574.65,626.12,549.99,552.14,12:21:34.500
株H,761.83,834.36,716.76,725.09,12:21:35.000
株V,773.68,855.35,751.06,758.34,12:21:35.500
株A,667.76,749.46,627.72,633.08,12:21:36.000
株R,844.70,931.84,813.75,832.00,12:21:36.500
株W,665.97,765.91,653.69,668.30,12:21:37.000
株N,676.01,767.48,648.59,664.89,12:21:37.500
株I,341.13,403.31,310.09,313.76,12:21:38.000
株K,737.38,805.11,695.83,706.85,12:21:38.500
株L,691.53,775.34,663.90,667.72,12:21:39.000
株O,371.32,434.96,351.67,358.16,12:21:39.500
株S,682.86,766.70,655.39,670.60,12:21:40.000
株L,632.34,711.05,590.47,599.15,12:21:40.500
株V,345.06,400.65,330.38,345.60,12:21:41.000
株T,380.71,456.41,341.33,346.52,12:21:41.500
株D,462.76,516.11,443.45,459.45,12:21:42.000
株F,398.50,453.56,385.88,403.84,12:21:42.500
株U,513.26,613.13,479.82,487.56,12:21:43.000
株K,924.42,996.17,876.16,891.97,12:21:43.500
株U,953.17,1025.43,944.70,961.21,12:21:44.000
株G,366.89,455.09,349.96,357.69,12:21:44.500
株X,687.02,755.91,646.60,661.16,12:21:45.000
株T,365.10,415.53,335.84,349.58,12:21:45.500
株N,643.79,723.45,624.15,628.27,12:21:46.000
株L,829.58,905.09,780.81,799.43,12:21:46.500
株B,985.96,1037.93,977.23,980.99,12:21:47.000
株V,633.47,704.11,628.62,643.42,12:21:47.500
株T,350.55,425.72,301.89,306.14,12:21:48.000
株N,812.53,881.50,787.84,789.58,12:21:48.500
株O,958.59,1014.86,909.98,929.31,12:21:49.000
株V,415.15,512.59,403.10,405.42,12:21:49.500
株U,823.57,873.92,782.24,798.97,12:21:50.000
株N,734.61,795.01,724.90,728.88,12:21:50.500
株H,508.53,606.68,501.37,514.33,12:21:51.000
株V,990.62,1087.24,967.78,969.60,12:21:51.500
株O,401.24,474.69,369.62,378.32,12:21:52.000
株K,376.28,464.35,330.43,347.39,12:21:52.500
株E,512.33,607.05,502.10,504.58,12:21:53.000
株U,837.33,926.39,810.16,814.31,12:21:53.500
株A,959.44,1018.36,956.01,967.52,12:21:54.000
株V,982.41,1053.88,939.46,948.16,12:21:54.500
株D,849.01,932.92,834.28,852.76,12:21:55.000
株G,483.92,547.75,478.39,487.40,12:21:55.500
株A,560.78,614.61,544.47,561.95,12:21:56.000
株M,383.70,444.00,374.80,392.53,12:21:56.500
株Z,365.09,428.11,329.74,330.94,12:21:57.000
株J,671.50,771.27,629.60,631.08,12:21:57.500
株J,308.03,377.62,291.02,294.44,12:21:58.000
株C,305.46,399.93,261.17,272.77,12:21:58.500
株J,637.30,688.79,602.27,613.32,12:21:59.000
株E,581.68,635.29,548.20,565.00,12:21:59.500
株T,602.55,670.35,553.48,568.81,12:22:00.000
株I,581.49,667.37,566.01,570.57,12:22:00.500
株B,510.54,600.26,460.81,475.12,12:22:01.000
株I,903.50,971.94,854.01,858.77,12:22:01.500
株A,499.77,576.51,451.37,463.49,12:22:02.000
株U,392.34,479.08,385.74,397.90,12:22:02.500
株Y,352.24,445.14,341.53,359.41,12:22:03.000
株A,583.48,644.29,568.95,583.33,12:22:03.500
株F,354.61,407.82,346.21,358.79,12:22:04.000
株O,912.82,978.48,883.77,889.03,12:22:04.500
株Q,352.37,434.52,313.14,319.99,12:22:05.000
株Z,349.49,438.20,340.93,354.55,12:22:05.500
株Q,365.66,452.19,328.61,345.68,12:22:06.000
株B,794.06,865.53,769.24,788.24,12:22:06.500
株G,466.34,525.41,421.92,430.98,12:22:07.000
株G,970.02,1054.42,931.66,937.77,12:22:07.500
株V,432.98,529.03,396.19,403.25,12:22:08.000
株R,302.89,380.64,281.36,296.53,12:22:08.500
株S,356.58,432.95,329.09,333.30,12:22:09.000
株L,765.49,853.62,752.63,769.38,12:22:09.500
株P,655.17,749.84,647.72,666.10,12:22:10.000
株D,629.26,711.26,593.00,609.36,12:22:10.500
株A,878.09,940.67,842.71,861.47,12:22:11.000
株B,775.66,841.19,749.26,762.27,12:22:11.500
株N,840.90,892.64,828.06,837.77,12:22:12.000
株K,605.11,678.44,569.80,585.42,12:22:12.500
株G,317.82,413.47,282.90,295.03,12:22:13.000
株Q,313.67,380.68,265.31,267.69,12:22:13.500
株I,923.45,978.00,922.16,931.85,12:22:14.000
株P,809.59,869.02,759.75,764.79,12:22:14.500
株I,462.76,557.76,413.97,415.84,12:22:15.000
株A,446.85,540.44,400.32,415.91,12:22:15.500
株S,935.85,992.08,899.70,911.03,12:22:16.000
株C,693.55,780.86,674.52,677.94,12:22:16.500
株R,515.46,601.01,493.67,508.84,12:22:17.000
株N,591.61,646.40,588.60,601.08,12:22:17.500
株B,565.12,660.23,516.86,527.44,12:22:18.000
株N,715.74,810.73,673.87,678.30,12:22:18.500
株J,908.18,978.36,900.70,904.05,12:22:19.000
株H,535.29,604.60,520.74,536.06,12:22:19.500
株P,506.55,596.14,458.18,465.47,12:22:20.000
株E,644.07,705.51,628.42,638.59,12:22:20.500
株R,800.16,857.83,790.64,799.97,12:22:21.000
株U,702.70,757.66,671.56,684.83,12:22:21.500
株G,629.39,688.66,619.87,630.80,12:22:22.000
株P,634.04,721.20,623.74,643.19,12:22:22.500
株K,471.85,525.62,446.06,453.86,12:22:23.000
株O,307.33,391.91,291.19,296.71,12:22:23.500
株J,852.67,909.30,850.20,866.14,12:22:24.000
株O,925.55,1019.24,906.31,924.72,12:22:24.500
株U,601.23,671.38,575.43,590.05,12:22:25.000
株N,414.49,503.98,398.95,405.50,12:22:25.500
株L,769.52,858.36,743.50,761.29,12:22:26.000
株Y,516.75,616.29,479.80,484.00,12:22:26.500
株D,699.58,795.57,682.41,695.95,12:22:27.000
株B,630.92,681.36,620.25,627.93,12:22:27.500
株L,519.66,591.49,498.37,514.08,12:22:28.000
株V,423.12,480.84,393.02,397.15,12:22:28.500
株O,579.13,631.20,534.51,541.80,12:22:29.000
株V,617.22,687.47,607.87,622.98,12:22:29.500
株F,655.68,740.20,632.46,652.19,12:22:30.000
株N,952.56,1014.63,946.00,948.18,12:22:30.500
株O,385.06,483.24,357.45,371.08,12:22:31.000
株I,927.59,1005.90,906.37,926.20,12:22:31.500
株V,709.99,788.41,702.98,719.46,12:22:32.000
株L,637.99,718.46,618.32,626.69,12:22:32.500
